,family,father,mother,midparentHeight,children,childNum,gender,childHeight
639,140,68,64,68.56,10,2,male,67
640,140,68,64,68.56,10,3,male,66
641,140,68,64,68.56,10,4,female,66
642,140,68,64,68.56,10,5,female,66
643,140,68,64,68.56,10,6,female,65
644,140,68,64,68.56,10,7,female,65
645,140,68,64,68.56,10,8,female,65
646,140,68,64,68.56,10,9,female,64
647,140,68,64,68.56,10,10,female,63
648,141,68,63,68.02,8,1,male,70.5
649,141,68,63,68.02,8,2,male,70
650,141,68,63,68.02,8,3,male,68
651,141,68,63,68.02,8,4,male,66
652,141,68,63,68.02,8,5,male,66
653,141,68,63,68.02,8,6,female,66
654,141,68,63,68.02,8,7,female,62
655,141,68,63,68.02,8,8,female,61.5
656,142,68.5,63.5,68.54,4,1,male,73.5
657,142,68.5,63.5,68.54,4,2,male,70
658,142,68.5,63.5,68.54,4,3,male,69.5
659,142,68.5,63.5,68.54,4,4,female,65.5
660,143,68,63,68.02,1,1,male,67
661,144,68,63,68.02,4,1,male,70
662,144,68,63,68.02,4,2,male,68
663,144,68,63,68.02,4,3,female,64.5
664,144,68,63,68.02,4,4,female,64
665,145,68,63,68.02,8,1,male,71
666,145,68,63,68.02,8,2,male,68
667,145,68,63,68.02,8,3,male,66
668,145,68,63,68.02,8,4,male,65.5
669,145,68,63,68.02,8,5,male,65
670,145,68,63,68.02,8,6,female,63
671,145,68,63,68.02,8,7,female,62
672,145,68,63,68.02,8,8,female,62
673,146,68,63,68.02,6,1,male,67
674,146,68,63,68.02,6,2,male,67
675,146,68,63,68.02,6,3,male,66
676,146,68,63,68.02,6,4,female,64
677,146,68,63,68.02,6,5,female,63.5
678,146,68,63,68.02,6,6,female,61
679,147,68.5,63.5,68.54,1,1,male,68.2
680,148,68,63,68.02,1,1,male,70
681,149,68.2,63.5,68.39,5,1,male,70
682,149,68.2,63.5,68.39,5,2,male,69
683,149,68.2,63.5,68.39,5,3,male,67
684,149,68.2,63.5,68.39,5,4,male,65.5
685,149,68.2,63.5,68.39,5,5,female,64.5
686,150,68,62.5,67.75,1,1,male,68.5
687,151,68.7,62,67.83,2,1,male,67.7
688,151,68.7,62,67.83,2,2,female,61.7
689,152,68,62.5,67.75,1,1,male,66.5
690,153,68,61,66.94,5,1,male,68.5
691,153,68,61,66.94,5,2,male,68
692,153,68,61,66.94,5,3,male,64
693,153,68,61,66.94,5,4,female,63.5
694,153,68,61,66.94,5,5,female,63
695,154,68,60.2,66.508,1,1,male,66.7
696,155,68,60,66.4,7,1,male,64
697,155,68,60,66.4,7,2,female,61
698,155,68,60,66.4,7,3,female,61
699,155,68,60,66.4,7,4,female,60
700,155,68,60,66.4,7,5,female,60
701,155,68,60,66.4,7,6,female,60
702,155,68,60,66.4,7,7,female,56
703,156,68,60,66.4,4,1,male,67.5
704,156,68,60,66.4,4,2,male,67
705,156,68,60,66.4,4,3,male,66.5
706,156,68,60,66.4,4,4,female,60
707,157,68.5,59,66.11,1,1,male,69
708,158,68,59,65.86,10,1,male,68
709,158,68,59,65.86,10,2,male,65
710,158,68,59,65.86,10,3,male,64.7
711,158,68,59,65.86,10,4,male,64
712,158,68,59,65.86,10,5,male,64
713,158,68,59,65.86,10,6,male,63
714,158,68,59,65.86,10,7,female,65
715,158,68,59,65.86,10,8,female,65
716,158,68,59,65.86,10,9,female,62
717,158,68,59,65.86,10,10,female,61
718,159,67,66.2,69.248,5,1,male,72.7
719,159,67,66.2,69.248,5,2,male,72.7
720,159,67,66.2,69.248,5,3,male,71.5
721,159,67,66.2,69.248,5,4,female,65.5
722,159,67,66.2,69.248,5,5,female,63.5
723,160,67,66.5,69.41,1,1,male,71
724,161,67,66,69.14,8,1,male,73
725,161,67,66,69.14,8,2,male,71
726,161,67,66,69.14,8,3,male,70.7
727,161,67,66,69.14,8,4,male,70
728,161,67,66,69.14,8,5,male,69
729,161,67,66,69.14,8,6,female,68
730,161,67,66,69.14,8,7,female,65.5
731,161,67,66,69.14,8,8,female,62
732,162,67,65,68.6,6,1,male,69.7
733,162,67,65,68.6,6,2,male,67.5
734,162,67,65,68.6,6,3,female,65.5
735,162,67,65,68.6,6,4,female,65
736,162,67,65,68.6,6,5,female,64.5
737,162,67,65,68.6,6,6,female,63.5
738,163,67,65.5,68.87,5,1,male,70
739,163,67,65.5,68.87,5,2,male,69
740,163,67,65.5,68.87,5,3,female,65.5
741,163,67,65.5,68.87,5,4,female,65.5
742,163,67,65.5,68.87,5,5,female,63
743,164,67,65.5,68.87,4,1,male,70
744,164,67,65.5,68.87,4,2,male,67.7
745,164,67,65.5,68.87,4,3,female,63
746,164,67,65.5,68.87,4,4,female,60
747,165,67,65,68.6,3,1,male,65
748,165,67,65,68.6,3,2,female,62
749,165,67,65,68.6,3,3,female,62
750,166,67.5,65,68.85,11,1,male,71
751,166,67.5,65,68.85,11,2,male,69
752,166,67.5,65,68.85,11,3,female,64
753,166,67.5,65,68.85,11,4,female,64
754,166,67.5,65,68.85,11,5,female,63
755,166,67.5,65,68.85,11,6,female,63
756,166,67.5,65,68.85,11,7,female,63
757,166,67.5,65,68.85,11,8,female,63
758,166,67.5,65,68.85,11,9,female,63
759,166,67.5,65,68.85,11,10,female,62.5
760,166,67.5,65,68.85,11,11,female,62
761,167,67,64,68.06,4,1,male,71.5
762,167,67,64,68.06,4,2,male,70
763,167,67,64,68.06,4,3,male,67
764,167,67,64,68.06,4,4,male,67
765,168,67,63.5,67.79,8,1,male,71
766,168,67,63.5,67.79,8,2,male,70.2
767,168,67,63.5,67.79,8,3,male,69.2
768,168,67,63.5,67.79,8,4,male,68.5
769,168,67,63.5,67.79,8,5,male,68
770,168,67,63.5,67.79,8,6,male,67
771,168,67,63.5,67.79,8,7,male,65.5
772,168,67,63.5,67.79,8,8,female,63.5
773,169,67,63,67.52,3,1,male,69
774,169,67,63,67.52,3,2,male,68
775,169,67,63,67.52,3,3,female,63
776,170,67.5,62,67.23,5,1,male,70
777,170,67.5,62,67.23,5,2,male,69.5
778,170,67.5,62,67.23,5,3,male,69
779,170,67.5,62,67.23,5,4,male,68.5
780,170,67.5,62,67.23,5,5,female,66
781,171,67,61,66.44,1,1,male,67
782,172,66,67,69.18,8,1,male,70.5
783,172,66,67,69.18,8,2,male,70.5
784,172,66,67,69.18,8,3,male,67
785,172,66,67,69.18,8,4,male,66
786,172,66,67,69.18,8,5,male,66
787,172,66,67,69.18,8,6,female,62
788,172,66,67,69.18,8,7,female,62
789,172,66,67,69.18,8,8,female,61.5
790,173,66,67,69.18,9,1,male,72
791,173,66,67,69.18,9,2,male,65
792,173,66,67,69.18,9,3,male,65
793,173,66,67,69.18,9,4,female,67
794,173,66,67,69.18,9,5,female,64
795,173,66,67,69.18,9,6,female,64
796,173,66,67,69.18,9,7,female,62
797,173,66,67,69.18,9,8,female,60
798,173,66,67,69.18,9,9,female,60
799,174,66,66,68.64,5,1,male,66
800,174,66,66,68.64,5,2,male,65
801,174,66,66,68.64,5,3,female,67
802,174,66,66,68.64,5,4,female,66.5
803,174,66,66,68.64,5,5,female,65.5
804,175,66,66,68.64,6,1,male,72
805,175,66,66,68.64,6,2,male,68
806,175,66,66,68.64,6,3,female,66
807,175,66,66,68.64,6,4,female,65
808,175,66,66,68.64,6,5,female,62
809,175,66,66,68.64,6,6,female,61
810,176,66.5,65,68.35,8,1,male,68.7
811,176,66.5,65,68.35,8,2,male,68.5
812,176,66.5,65,68.35,8,3,male,66.5
813,176,66.5,65,68.35,8,4,male,64.5
814,176,66.5,65,68.35,8,5,female,62.5
815,176,66.5,65,68.35,8,6,female,60.5
816,176,66.5,65,68.35,8,7,female,60.5
817,176,66.5,65,68.35,8,8,female,57.5
818,177,66,65.5,68.37,5,1,male,72
819,177,66,65.5,68.37,5,2,male,71
820,177,66,65.5,68.37,5,3,male,67
821,177,66,65.5,68.37,5,4,female,66
822,177,66,65.5,68.37,5,5,female,65
823,178,66,63,67.02,1,1,male,70
824,179,66,63.5,67.29,2,1,female,64.5
825,179,66,63.5,67.29,2,2,female,62
826,180,66.5,63,67.27,6,1,male,67.2
827,180,66.5,63,67.27,6,2,male,67
828,180,66.5,63,67.27,6,3,male,65
829,180,66.5,63,67.27,6,4,female,65
830,180,66.5,63,67.27,6,5,female,65
831,180,66.5,63,67.27,6,6,female,63
832,181,66.5,62.5,67,7,1,male,70
833,181,66.5,62.5,67,7,2,male,68
834,181,66.5,62.5,67,7,3,female,63.5
835,181,66.5,62.5,67,7,4,female,62.5
836,181,66.5,62.5,67,7,5,female,62.5
837,181,66.5,62.5,67,7,6,female,62.5
838,181,66.5,62.5,67,7,7,female,62.5
839,182,66,61.5,66.21,1,1,male,70
840,183,66,60,65.4,4,1,male,68
841,183,66,60,65.4,4,2,male,67
842,183,66,60,65.4,4,3,male,65
843,183,66,60,65.4,4,4,female,60
844,184,66,60,65.4,1,1,male,65
845,185,66,59,64.86,15,1,male,68
846,185,66,59,64.86,15,2,male,67
847,185,66,59,64.86,15,3,male,66.5
848,185,66,59,64.86,15,4,male,66
849,185,66,59,64.86,15,5,male,65.7
850,185,66,59,64.86,15,6,male,65.5
851,185,66,59,64.86,15,7,male,65
852,185,66,59,64.86,15,8,female,65
853,185,66,59,64.86,15,9,female,64
854,185,66,59,64.86,15,10,female,63
855,185,66,59,64.86,15,11,female,62
856,185,66,59,64.86,15,12,female,61
857,185,66,59,64.86,15,13,female,60
858,185,66,59,64.86,15,14,female,58
859,185,66,59,64.86,15,15,female,57
860,186,65,67,68.68,4,1,male,66.5
861,186,65,67,68.68,4,2,male,66
862,186,65,67,68.68,4,3,male,66
863,186,65,67,68.68,4,4,female,65
864,187,65,67,68.68,1,1,female,63
865,188,65,66,68.14,4,1,male,63
866,188,65,66,68.14,4,2,female,63
867,188,65,66,68.14,4,3,female,63
868,188,65,66,68.14,4,4,female,60
869,189,65,66,68.14,5,1,male,67
870,189,65,66,68.14,5,2,male,66
871,189,65,66,68.14,5,3,male,65
872,189,65,66,68.14,5,4,female,65
873,189,65,66,68.14,5,5,female,61
874,190,65,65,67.6,9,1,male,69
875,190,65,65,67.6,9,2,male,68
876,190,65,65,67.6,9,3,male,68
877,190,65,65,67.6,9,4,female,65
878,190,65,65,67.6,9,5,female,65
879,190,65,65,67.6,9,6,female,62
880,190,65,65,67.6,9,7,female,62
881,190,65,65,67.6,9,8,female,61
882,190,65,65,67.6,9,9,female,59
883,191,65,65.5,67.87,2,1,male,70.7
884,191,65,65.5,67.87,2,2,female,65.5
885,192,65,65,67.6,6,1,male,69.2
886,192,65,65,67.6,6,2,male,69
887,192,65,65,67.6,6,3,male,68
888,192,65,65,67.6,6,4,male,67.7
889,192,65,65,67.6,6,5,female,64.5
890,192,65,65,67.6,6,6,female,60.5
891,193,65,64,67.06,6,1,male,67
892,193,65,64,67.06,6,2,male,67
893,193,65,64,67.06,6,3,female,64
894,193,65,64,67.06,6,4,female,64
895,193,65,64,67.06,6,5,female,62.5
896,193,65,64,67.06,6,6,female,60.5
897,194,65,63,66.52,2,1,male,70
898,194,65,63,66.52,2,2,female,63
899,195,65,63,66.52,3,1,male,66
900,195,65,63,66.52,3,2,male,66
901,195,65,63,66.52,3,3,female,63
902,196,65.5,63,66.77,4,1,male,71
903,196,65.5,63,66.77,4,2,male,71
904,196,65.5,63,66.77,4,3,male,69
905,196,65.5,63,66.77,4,4,female,63.5
906,197,65.5,60,65.15,5,1,male,68
907,197,65.5,60,65.15,5,2,male,68
908,197,65.5,60,65.15,5,3,male,67
909,197,65.5,60,65.15,5,4,male,67
910,197,65.5,60,65.15,5,5,female,62
911,198,64,64,66.56,7,1,male,71.5
912,198,64,64,66.56,7,2,male,68
913,198,64,64,66.56,7,3,female,65.5
914,198,64,64,66.56,7,4,female,64
915,198,64,64,66.56,7,5,female,62
916,198,64,64,66.56,7,6,female,62
917,198,64,64,66.56,7,7,female,61
918,199,64,64,66.56,7,1,male,70.5
919,199,64,64,66.56,7,2,male,68
920,199,64,64,66.56,7,3,female,67
921,199,64,64,66.56,7,4,female,65
922,199,64,64,66.56,7,5,female,64
923,199,64,64,66.56,7,6,female,64
924,199,64,64,66.56,7,7,female,60
925,200,64,63,66.02,1,1,male,64.5
926,201,64,60,64.4,2,1,male,66
927,201,64,60,64.4,2,2,female,60
928,202,63,63.5,65.79,2,1,female,68.5
929,202,63,63.5,65.79,2,2,female,63.5
930,203,62,66,66.64,3,1,male,64
931,203,62,66,66.64,3,2,female,62
932,203,62,66,66.64,3,3,female,61
933,204,62.5,63,65.27,2,1,male,66.5
934,204,62.5,63,65.27,2,2,female,57
